0,1,3
0,2,2
0,0,3
1,6,1
1,0,1
1,9,1
2,0,3
2,1,3
2,3,2
2,2,2
2,5,2
3,1,2
3,6,1
3,0,2
4,1,3
4,2,2
4,0,3
5,2,2
5,1,4
5,0,4
592,1,2
592,2,1
592,0,2
533,3,2
533,1,2
533,0,2
7,10,1
7,3,1
7,2,1
7,0,2
9,3,2
9,1,4
9,5,3
525,3,1
525,1,1
525,2,1
11,1,1
11,2,2
11,0,3
72,1,3
72,2,3
72,0,3
13,2,1
13,1,3
13,0,2
14,1,2
14,2,2
14,0,2
16,1,1
16,4,1
16,0,1
423,3,2
423,2,1
423,0,2
18,1,2
18,2,2
18,0,3
19,1,3
19,2,1
19,0,12
20,8,1
20,2,1
20,0,3
23,3,1
23,1,1
23,0,1
24,5,2
24,11,2
24,1,2
24,0,2
25,4,2
25,0,3
25,11,1
25,1,2
25,7,2
26,1,3
26,2,4
26,0,3
27,3,1
27,1,1
27,4,1
28,2,1
28,1,3
28,6,3
28,0,3
29,2,1
29,0,1
30,3,1
30,2,2
30,0,1
31,3,2
31,1,1
31,0,1
32,3,2
32,1,3
32,0,3
32,6,1
221,1,4
221,2,2
221,0,3
34,6,3
34,1,3
34,4,2
34,0,3
35,3,4
35,1,3
35,0,3
36,1,3
36,2,2
36,0,3
37,3,2
37,1,2
37,0,2
38,1,2
38,2,2
38,0,3
624,1,3
624,2,2
624,0,3
39,3,2
39,1,2
39,4,2
39,2,1
40,1,1
40,2,1
40,0,1
41,8,1
41,1,2
41,2,1
42,4,2
42,0,3
42,11,2
42,1,2
42,6,3
44,3,2
44,1,2
44,0,2
45,1,2
45,0,1
534,1,2
534,6,1
534,0,2
332,2,2
332,4,2
332,0,3
48,2,2
48,4,2
48,0,3
49,3,1
49,11,2
49,1,3
49,0,3
50,2,1
50,1,2
50,4,2
51,3,3
51,1,2
51,0,2
558,10,1
558,8,1
558,1,1
558,0,1
52,10,3
52,1,3
52,0,2
53,0,3
53,6,1
53,5,2
53,3,1
53,9,1
54,1,2
54,4,2
54,0,2
55,8,2
55,3,2
55,0,2
56,1,4
56,2,1
56,0,3
57,3,1
57,1,1
57,0,2
58,1,3
58,4,2
58,0,3
59,8,1
59,4,2
59,0,3
59,1,2
59,3,1
60,1,2
60,4,2
60,7,1
60,0,2
61,1,3
61,2,3
61,0,3
62,1,1
62,2,2
62,0,2
63,3,2
63,1,2
63,0,2
63,6,1
64,2,3
64,1,2
64,4,2
65,1,3
65,0,3
66,11,1
66,2,1
66,1,2
66,0,2
67,3,3
67,2,1
67,0,2
69,3,2
69,1,2
69,2,1
69,0,2
71,8,2
71,0,2
71,10,1
71,3,2
71,2,1
71,5,1
12,3,1
12,1,2
12,5,2
74,1,1
74,0,1
75,8,1
75,0,4
75,1,4
75,3,2
75,5,2
76,11,1
76,1,1
76,0,2
77,4,2
77,1,2
77,6,1
77,7,1
77,2,1
79,3,2
79,2,1
79,0,3
80,3,1
80,1,2
80,0,2
327,1,2
327,2,2
327,0,2
83,5,2
83,4,2
83,1,2
83,7,2
83,9,3
84,1,3
84,2,1
84,0,3
86,3,1
86,4,1
86,0,2
86,9,1
87,2,2
87,1,2
87,4,1
88,8,1
88,0,3
88,10,1
88,1,3
88,6,2
88,3,2
88,9,2
90,4,2
90,0,2
90,3,2
90,2,2
90,5,2
546,3,1
546,6,1
546,0,1
93,3,4
93,7,1
93,0,3
94,3,4
94,6,2
94,0,5
95,3,1
95,1,1
95,0,2
96,3,2
96,1,3
96,4,2
96,0,3
97,3,3
97,1,2
97,2,1
98,4,2
98,0,3
98,1,3
98,6,1
98,5,2
99,8,2
99,2,1
99,0,2
438,2,1
438,1,2
438,4,2
438,7,2
101,1,3
101,7,3
101,0,3
102,3,2
102,1,2
102,2,1
102,0,2
103,1,3
103,0,3
105,1,2
105,4,2
105,0,2
106,3,3
106,1,1
106,0,1
107,3,3
107,4,2
107,7,2
107,0,2
108,1,1
108,2,3
108,0,2
78,1,2
78,2,1
78,0,2
110,3,2
110,1,2
110,5,2
110,0,2
111,0,2
111,10,1
111,1,3
111,3,3
111,2,1
112,3,2
112,1,2
112,0,2
113,1,2
113,5,1
113,0,2
114,8,1
114,2,1
114,1,3
114,4,1
115,1,3
115,4,2
115,7,2
116,0,2
116,1,2
116,6,3
116,2,1
116,9,2
117,1,3
117,2,2
117,0,3
118,1,3
118,2,3
118,0,3
120,1,4
120,2,3
120,0,4
122,6,2
122,0,3
122,9,2
123,1,2
123,4,1
123,0,2
124,1,4
124,2,3
124,0,4
125,4,1
125,0,2
125,10,3
125,1,2
125,2,1
127,1,2
127,0,2
128,1,2
128,0,2
129,3,3
129,1,2
129,0,2
236,3,2
236,1,2
236,0,2
132,1,3
132,6,2
132,0,3
133,3,1
133,1,1
133,0,1
134,1,2
134,0,2
135,3,2
135,5,2
135,0,2
135,6,2
136,1,3
136,2,1
136,0,3
137,3,1
137,1,2
137,6,2
137,0,2
213,1,2
213,2,2
213,0,2
141,1,3
141,5,2
141,0,2
142,1,3
142,2,2
142,0,3
143,3,1
143,1,2
143,0,2
145,1,2
145,2,2
145,0,2
146,1,2
146,2,3
146,0,2
147,3,2
147,1,3
147,2,2
148,1,4
148,2,2
148,0,5
149,1,1
149,2,1
149,0,1
150,3,2
150,1,2
150,5,2
151,1,5
151,2,1
151,0,5
152,4,2
